ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,trustee,purc_startdate,redm_startdate,market
513310.SH,中韩半导体ETF,华泰柏瑞基金,中国建设银行,股票型,20221102,,20221222,20221024,,3.5443,0.8,0.15,,1.0,0.1,,中证韩交所中韩半导体指数收益率,L,被动指数型,契约型开放式,,20221222,20221222,E
501222.SH,如意招享FOF,易方达基金,招商银行,混合型,20221101,,20230201,20220805,,7.4701,0.6,0.15,,1.0,0.0001,,中证债券型基金指数收益率*80%+中证偏股型基金指数收益率*15%+活期存款利率(税后)*5%,L,混合型,契约型开放式,,20231101,20231101,E
588350.SH,双创50ETF基金,鹏扬基金,中国农业银行,股票型,20221026,,20221110,20221011,,4.9055,0.5,0.1,,1.0,0.1,,中证科创创业50指数收益率,L,被动指数型,契约型开放式,,20221110,20221110,E
159630.SZ,A100ETF汇添富,汇添富基金,中国工商银行,股票型,20221020,,20221101,20220910,,10.4511,0.15,0.05,,1.0,0.1,,中证A100指数收益率,L,被动指数型,契约型开放式,,20221101,20221101,E
560680.SH,消费ETF广发,广发基金,华泰证券,股票型,20221019,,20221031,20220919,,2.9323,0.5,0.1,,1.0,0.1,,中证主要消费指数,L,被动指数型,契约型开放式,,20221031,20221031,E
561330.SH,矿业ETF,国泰基金,国泰海通,股票型,20221019,,20221101,20220921,,5.087,0.5,0.1,,1.0,0.1,,中证有色金属矿业主题指数收益率,L,被动指数型,契约型开放式,,20221101,20221101,E
159667.SZ,工业母机ETF,国泰基金,中国邮政储蓄银行,股票型,20221012,,20221026,20220926,,12.1802,0.5,0.1,,1.0,0.1,,中证机床指数收益率,L,被动指数型,契约型开放式,,20221026,20221026,E
159663.SZ,机床ETF,华夏基金,中国光大银行,股票型,20221012,,20221026,20220923,,5.1852,0.5,0.1,,1.0,0.1,,中证机床指数收益率,L,被动指数型,契约型开放式,,20221026,20221026,E
159655.SZ,标普ETF,华夏基金,招商银行,股票型,20221012,,20221025,20220830,,2.0514,0.6,0.15,,1.0,0.1,,经估值汇率调整后的标普500指数收益率,L,被动指数型,契约型开放式,,20221025,20221025,E
588290.SH,科创芯片ETF基金,华安基金,华泰证券,股票型,20220930,,20221026,20220923,,3.614,0.15,0.05,,1.0,0.1,,上证科创板芯片指数收益率,L,被动指数型,契约型开放式,,20221026,20221026,E
588010.SH,科创新材料ETF,博时基金,招商银行,股票型,20220930,,20221026,20220923,,4.3293,0.5,0.1,,1.0,0.1,,上证科创板新材料指数收益率,L,被动指数型,契约型开放式,,20221026,20221026,E
588160.SH,科创新材料ETF南方,南方基金,中国邮政储蓄银行,股票型,20220930,,20221026,20220923,,6.91,0.5,0.1,,1.0,0.1,,上证科创板新材料指数收益率,L,被动指数型,契约型开放式,,20221026,20221026,E
588200.SH,科创芯片ETF,嘉实基金,中信证券,股票型,20220930,,20221026,20220923,,3.6689,0.5,0.1,,1.0,0.1,,上证科创板芯片指数收益率,L,被动指数型,契约型开放式,,20221026,20221026,E
159658.SZ,数字经济ETF,华安基金,华泰证券,股票型,20220927,,20221012,20220913,,15.3839,0.5,0.1,,1.0,0.1,,中证数字经济主题指数收益率,L,被动指数型,契约型开放式,,20221012,20221012,E
560080.SH,中药ETF,汇添富基金,中国建设银行,股票型,20220926,,20221017,20220719,,4.3027,0.5,0.1,,1.0,0.1,,中证中药指数收益率,L,被动指数型,契约型开放式,,20221017,20221017,E
508088.SH,国泰海通东久新经济REIT,国泰海通资管,中国银行,REITs,20220923,,20221014,20220920,,5.0,0.23,0.02,45.0,1.0,0.1,,,L,,契约型封闭式,,,,E
508021.SH,国泰海通临港创新产业园REIT,国泰海通资管,中国银行,REITs,20220922,,20221013,20220919,,2.0,0.23,0.02,43.0,1.0,0.1,,,L,,契约型封闭式,,,,E
180102.SZ,华夏合肥高新REIT,华夏基金,中国工商银行,REITs,20220920,,20221010,20220914,,7.0,0.23,0.02,38.0,1.0,0.1,,,L,,契约型封闭式,,,,E
159645.SZ,疫苗ETF富国,富国基金,平安银行,股票型,20220916,,20220926,20220901,,10.5954,0.5,0.1,,1.0,0.1,,国证疫苗与生物科技指数,L,被动指数型,契约型开放式,,20220926,20220926,E
511580.SH,国债政金债ETF,招商基金,江苏银行,债券型,20220915,,20221214,20220829,,4.0288,0.15,0.05,,1.0,0.1,,中证国债及政策性金融债0-3年指数收益率,L,被动指数型,契约型开放式,,20221214,20221214,E
562310.SH,沪深300成长ETF,银华基金,中国建设银行,股票型,20220901,,20220909,20220824,,59.9857,0.5,0.1,,1.0,0.1,,沪深300成长指数收益率,L,被动指数型,契约型开放式,,20220909,20220909,E
159651.SZ,国开债券ETF,平安基金,平安银行,债券型,20220901,,20221116,20220815,,6.8266,0.15,0.05,,100.0,0.1,,中债-0-3年国开行债券指数收益率,L,被动指数型,契约型开放式,,20221116,20221116,E
513260.SH,恒生科技ETF基金,汇添富基金,招商银行,股票型,20220831,,20220913,20220527,,2.4324,0.15,0.05,,1.0,0.1,,经人民币汇率调整的恒生科技指数收益率,L,被动指数型,契约型开放式,,20220913,20220913,E
159621.SZ,MSCIESGETF,国泰基金,中信银行,股票型,20220830,,20220909,20220524,,9.8943,0.5,0.1,,1.0,0.1,,MSCI中国A股人民币ESG通用指数(MSCI China A RMB ESG Universal Index)收益率,L,被动指数型,契约型开放式,,20220909,20220909,E
159650.SZ,国开债ETF博时,博时基金,杭州银行,债券型,20220826,,20221028,20220801,,73.6986,0.15,0.05,,100.0,0.1,,中债-0-3年国开行债券指数收益率,L,被动指数型,契约型开放式,,20221028,20221028,E
180501.SZ,红土创新深圳安居REIT,红土创新基金,招商银行,REITs,20220822,20880625,20220831,20220816,,5.0,0.2,0.01,66.0,1.0,0.1,,,L,,契约型封闭式,,,,E
508068.SH,华夏北京保障房REIT,华夏基金,中国建设银行,REITs,20220822,,20220831,20220816,,5.0,0.2,0.01,62.0,1.0,0.1,,,L,,契约型封闭式,,,,E
508058.SH,中金厦门安居REIT,中金基金,兴业银行,REITs,20220822,,20220831,20220816,,5.0,0.19,0.01,65.0,1.0,0.1,,,L,,契约型封闭式,,,,E
159637.SZ,新能源车ETF东财,东财基金,广发证券,股票型,20220819,,20220901,20220801,,6.9677,0.5,0.05,,1.0,0.1,,中证新能源汽车指数收益率,L,被动指数型,契约型开放式,,20220901,20220901,E
511520.SH,政金债券ETF,富国基金,兴业银行,债券型,20220819,,20221025,20220803,,78.4865,0.15,0.05,,100.0,0.1,,中债7-10年政策性金融债指数收益率,L,被动指数型,契约型开放式,,20221025,20221025,E
159631.SZ,中证A100ETF,招商基金,中信证券,股票型,20220818,,20220826,20220801,,10.2533,0.5,0.1,,1.0,0.1,,中证100指数收益率,L,被动指数型,契约型开放式,,20220826,20220826,E
513290.SH,纳指生物科技ETF,汇添富基金,中国银行,股票型,20220815,,20220829,20220527,,2.8207,0.5,0.15,,1.0,0.1,,经人民币汇率调整的纳斯达克生物科技指数收益率,L,被动指数型,契约型开放式,,20220829,20220829,E
159623.SZ,成渝经济圈ETF,博时基金,招商银行,股票型,20220815,,20220909,20220510,,36.8927,0.15,0.05,,1.0,0.1,,中证成渝地区双城经济圈成份指数收益率,L,被动指数型,契约型开放式,,20220909,20220909,E
159646.SZ,疫苗ETF基金(退市),华泰柏瑞基金,中国建设银行,股票型,20220811,20240604,20220822,20220721,20240605,4.9071,0.5,0.1,,1.0,0.1,,国证疫苗与生物科技指数收益率,D,被动指数型,契约型开放式,,20220822,20220822,E
159643.SZ,疫苗ETF,国泰基金,杭州银行,股票型,20220810,,20220822,20220725,,3.9539,0.5,0.1,,1.0,0.1,,国证疫苗与生物科技指数收益率,L,被动指数型,契约型开放式,,20220822,20220822,E
159649.SZ,国开债ETF,华安基金,浦发银行,债券型,20220808,,20221024,20220801,,80.0017,0.15,0.05,,100.0,0.1,,中债-1-5年国开行债券指数收益率,L,被动指数型,契约型开放式,,20221024,20221024,E
159638.SZ,高端装备ETF,嘉实基金,兴业银行,股票型,20220805,,20220812,20220718,,33.0934,0.5,0.1,,1.0,0.1,,中证高端装备细分50指数收益率,L,被动指数型,契约型开放式,,20220812,20220812,E
560110.SH,中证1000ETF汇添富,汇添富基金,中信银行,股票型,20220729,,20220808,20220722,,36.349,0.15,0.05,,1.0,0.1,,中证1000指数收益率,L,被动指数型,契约型开放式,,20220808,20220808,E
560010.SH,中证1000ETF广发,广发基金,中国工商银行,股票型,20220728,,20220804,20220722,,79.9674,0.15,0.05,,1.0,0.1,,中证1000指数收益率,L,被动指数型,契约型开放式,,20220804,20220804,E
561150.SH,500ESGETF(退市),富国基金,中国建设银行,股票型,20220728,20221115,20220808,20220426,20221227,2.2949,0.5,0.1,,1.0,0.1,,中证500ESG基准指数收益率,D,被动指数型,契约型开放式,,20220808,20220808,E
159633.SZ,中证1000ETF易方达,易方达基金,国泰海通,股票型,20220728,,20220804,20220722,,79.2439,0.15,0.05,,1.0,0.1,,中证1000指数收益率,L,被动指数型,契约型开放式,,20220804,20220804,E
562530.SH,中证1000价值ETF,华夏基金,中国农业银行,股票型,20220728,,20220812,20220718,,2.2914,0.5,0.1,,1.0,0.1,,中证智选1000价值稳健策略指数收益率,L,被动指数型,契约型开放式,,20220812,20220812,E
159629.SZ,1000ETF,富国基金,中国银行,股票型,20220727,,20220803,20220722,,79.4957,0.15,0.05,,1.0,0.1,,中证1000指数收益率,L,被动指数型,契约型开放式,,20220803,20220803,E
561510.SH,中药ETF华泰柏瑞,华泰柏瑞基金,中国农业银行,股票型,20220726,,20220804,20220711,,7.7321,0.5,0.1,,1.0,0.1,,中证中药指数收益率,L,被动指数型,契约型开放式,,20220804,20220804,E
562000.SH,中证A100ETF基金,华宝基金,中国建设银行,股票型,20220721,,20220801,20220701,,7.2037,0.5,0.1,,1.0,0.1,,中证A100指数收益率,L,被动指数型,契约型开放式,,20220801,20220801,E
159632.SZ,纳斯达克ETF,华安基金,中国建设银行,股票型,20220721,,20220803,20220613,,2.6972,0.6,0.2,,1.0,0.1,,纳斯达克100指数收益率(经汇率调整),L,被动指数型,契约型开放式,,20220803,20220803,E
159616.SZ,农牧ETF,建信基金,中金公司,股票型,20220721,,20220808,20220606,,2.6856,0.5,0.1,,1.0,0.1,,中证农牧主题指数收益率,L,被动指数型,契约型开放式,,20220808,20220808,E
562390.SH,中药50ETF,银华基金,中国工商银行,股票型,20220720,,20220728,20220711,,4.1343,0.5,0.1,,1.0,0.1,,中证中药指数收益率,L,被动指数型,契约型开放式,,20220728,20220728,E
159647.SZ,中药ETF,鹏华基金,中信证券,股票型,20220720,,20220728,20220711,,9.4696,0.5,0.1,,1.0,0.1,,中证中药指数收益率,L,被动指数型,契约型开放式,,20220728,20220728,E
501220.SH,行业轮动FOF,国泰基金,中信建投证券,股票型,20220719,,20220815,20220429,,2.2496,1.0,0.2,,1.0,0.0001,,沪深300指数收益率*80%+中证综合债指数收益率*20%,L,股票型,契约型开放式,,20230719,20230719,E
159620.SZ,中证500成长ETF华夏,华夏基金,中国建设银行,股票型,20220719,,20220805,20220623,,2.5414,0.5,0.1,,1.0,0.1,,中证智选500成长创新策略指数收益率,L,被动指数型,契约型开放式,,20220805,20220805,E
159641.SZ,双碳ETF,招商基金,中信证券,股票型,20220714,,20220722,20220704,,11.7972,0.5,0.1,,1.0,0.1,,中证上海环交所碳中和指数收益率,L,被动指数型,契约型开放式,,20220722,20220722,E
560060.SH,碳中和ETF,汇添富基金,招商银行,股票型,20220713,,20220721,20220704,,10.9709,0.5,0.1,,1.0,0.1,,中证上海环交所碳中和指数收益率,L,被动指数型,契约型开放式,,20220721,20220721,E
159640.SZ,碳中和龙头ETF,工银瑞信基金,国信证券,股票型,20220713,,20220721,20220704,,9.5385,0.45,0.1,,1.0,0.1,,中证上海环交所碳中和指数收益率,L,被动指数型,契约型开放式,,20220721,20220721,E
159642.SZ,碳中和ETF大成,大成基金,招商银行,股票型,20220713,,20220721,20220704,,5.5144,0.5,0.1,,1.0,0.1,,中证上海环交所碳中和指数收益率,L,被动指数型,契约型开放式,,20220721,20220721,E
562990.SH,碳中和ETF易方达,易方达基金,中国工商银行,股票型,20220711,,20220719,20220704,,42.7376,0.5,0.1,,1.0,0.1,,中证上海环交所碳中和指数收益率,L,被动指数型,契约型开放式,,20220719,20220719,E
159639.SZ,碳中和ETF南方,南方基金,中国建设银行,股票型,20220711,,20220719,20220704,,32.6529,0.5,0.1,,1.0,0.1,,中证上海环交所碳中和指数收益率,L,被动指数型,契约型开放式,,20220719,20220719,E
180401.SZ,鹏华深圳能源REIT,鹏华基金,招商银行,REITs,20220711,,20220726,20220705,,6.0,0.28,0.01,34.0,1.0,,,,L,,契约型封闭式,,,,E
561190.SH,碳中和ETF富国,富国基金,中国建设银行,股票型,20220711,,20220719,20220704,,29.3932,0.5,0.1,,1.0,0.1,,中证上海环交所碳中和指数收益率,L,被动指数型,契约型开放式,,20220719,20220719,E
560550.SH,碳中和ETF广发,广发基金,招商银行,股票型,20220711,,20220719,20220704,,21.576,0.5,0.1,,1.0,0.1,,中证上海环交所碳中和指数收益率,L,被动指数型,契约型开放式,,20220719,20220719,E
513280.SH,恒生生物科技ETF,汇添富基金,中国农业银行,股票型,20220705,,20220718,20220527,,3.0311,0.15,0.05,,1.0,0.1,,经人民币汇率调整的恒生生物科技指数收益率,L,被动指数型,契约型开放式,,20220718,20220718,E
513220.SH,中概互联ETF,招商基金,中国建设银行,股票型,20220704,,20220715,20220527,,2.5011,0.5,0.15,,1.0,0.1,,中证全球中国互联网指数(人民币)收益率,L,被动指数型,契约型开放式,,20220715,20220715,E
561700.SH,电力ETF基金,博时基金,华泰证券,股票型,20220701,,20220715,20220613,,6.2581,0.5,0.1,,1.0,0.1,,中证全指电力公用事业指数收益率,L,被动指数型,契约型开放式,,20220715,20220715,E
513120.SH,港股创新药ETF,广发基金,交通银行,股票型,20220701,,20220712,20220613,,3.0014,0.5,0.1,,1.0,0.1,,中证香港创新药指数收益率(人民币计价),L,被动指数型,契约型开放式,,20220712,20220712,E
562350.SH,电力指数ETF,银华基金,招商银行,股票型,20220630,,20220712,20220617,,3.3241,0.5,0.1,,1.0,0.1,,中证全指电力公用事业指数收益率,L,被动指数型,契约型开放式,,20220712,20220712,E
159636.SZ,港股通科技30ETF,工银瑞信基金,中信建投证券,股票型,20220630,,20220720,20220617,,9.9725,0.45,0.07,,1.0,0.1,,国证港股通科技指数收益率(经汇率调整后),L,被动指数型,契约型开放式,,20220720,20220720,E
561160.SH,锂电池ETF,富国基金,中国农业银行,股票型,20220630,,20220708,20220614,,14.4684,0.5,0.1,,1.0,0.1,,中证电池主题指数收益率,L,被动指数型,契约型开放式,,20220708,20220708,E
159628.SZ,国证2000ETF,万家基金,中国工商银行,股票型,20220629,,20220718,20220614,,8.4528,0.5,0.1,,1.0,0.1,,国证2000指数收益率,L,被动指数型,契约型开放式,,20220718,20220718,E
159635.SZ,基建ETF华夏,华夏基金,中国工商银行,股票型,20220628,,20220712,20220606,,10.7085,0.5,0.1,,1.0,0.1,,中证基建指数收益率,L,被动指数型,契约型开放式,,20220712,20220712,E
508008.SH,国金中国铁建REIT,国金基金,招商银行,REITs,20220627,,20220708,20220621,,5.0,0.2,0.01,40.0,1.0,,,,L,,契约型封闭式,,,,E
159615.SZ,恒生生物科技ETF南方,南方基金,中国农业银行,股票型,20220617,,20220628,20220606,,11.0905,0.5,0.15,,1.0,0.1,,恒生生物科技指数收益率(经估值汇率调整),L,被动指数型,契约型开放式,,20220628,20220628,E
159609.SZ,光伏龙头ETF,浦银安盛基金,国泰海通,股票型,20220616,,20220708,20220329,,4.399,0.5,0.1,,1.0,0.1,,中证光伏产业指数收益率,L,被动指数型,契约型开放式,,20220708,20220708,E
560650.SH,核心50ETF,民生加银基金,交通银行,股票型,20220613,,20220627,20220316,,5.0742,0.5,0.1,,1.0,0.1,,中证企业核心竞争力50指数收益率,L,被动指数型,契约型开放式,,20220627,20220627,E
560990.SH,中金科技先锋ETF,中金基金,浦发银行,股票型,20220610,,20220627,20220418,,3.8819,0.5,0.05,,1.0,0.1,,中证科技先锋指数收益率,L,被动指数型,契约型开放式,,20220627,20220627,E
159617.SZ,中证500价值ETF华夏,华夏基金,中国农业银行,股票型,20220609,,20220630,20220523,,10.8142,0.5,0.1,,1.0,0.1,,中证智选500价值稳健策略指数收益率,L,被动指数型,契约型开放式,,20220630,20220630,E
162721.SZ,广发积极FOF-LOF,广发基金,浦发银行,混合型,20220609,,20220809,20220328,,3.9615,1.0,0.2,,1.0,0.0001,,中证800指数收益率*70%+中债-综合全价(总值)指数收益率*25%+人民币计价的恒生指数收益率*5%,L,混合型,契约型开放式,,20230609,20230609,E
159603.SZ,双创龙头ETF,天弘基金,国泰海通,股票型,20220526,,20220608,20220329,,3.2407,0.5,0.1,,1.0,0.1,,中证科创创业50指数收益率,L,被动指数型,契约型开放式,,20220608,20220608,E
560900.SH,创新药企ETF,摩根基金,中信建投证券,股票型,20220519,,20220602,20220509,,2.0897,0.3,0.1,,1.0,0.1,,中证创新药产业指数收益率,L,被动指数型,契约型开放式,,20220602,20220602,E
588260.SH,科创信息ETF,华安基金,光大证券,股票型,20220518,,20220527,20220509,,5.9875,0.15,0.05,,1.0,0.1,,上证科创板新一代信息技术指数收益率,L,被动指数型,契约型开放式,,20220527,20220527,E
588100.SH,科创信息技术ETF,嘉实基金,中信建投证券,股票型,20220518,,20220527,20220509,,13.9725,0.5,0.1,,1.0,0.1,,上证科创板新一代信息技术指数收益率,L,被动指数型,契约型开放式,,20220527,20220527,E
